"","lake_date_time","nvehiclesFishing","nWIfishing","notes","heavyWind","heavyRain","heavyClouds","lakeID","date","time"
"269","FD_2018-07-21_19:00",1,1,"Overcast",0,0,0,"FD","2018-07-21","19:00"
"270","FD_2018-07-21_20:00",2,2,NA,0,0,0,"FD","2018-07-21","20:00"
"271","FD_2018-07-21_21:00",1,1,NA,0,0,0,"FD","2018-07-21","21:00"
"272","FD_2018-07-21_21:30",0,0,"Departure count. Rather blustery throughout day",0,0,0,"FD","2018-07-21","21:30"
"273","FD_2018-07-23_13:27",0,0,"Arrival count",0,0,0,"FD","2018-07-23","13:27"
"274","FD_2018-07-23_14:00",0,0,NA,0,0,0,"FD","2018-07-23","14:00"
"275","FD_2018-07-23_15:00",1,1,NA,0,0,0,"FD","2018-07-23","15:00"
"276","FD_2018-07-23_16:00",1,1,NA,0,0,0,"FD","2018-07-23","16:00"
"277","FD_2018-07-23_17:00",2,2,NA,0,0,0,"FD","2018-07-23","17:00"
"278","FD_2018-07-23_18:00",2,2,NA,0,0,0,"FD","2018-07-23","18:00"
"279","FD_2018-07-23_19:00",4,3,"1 counted vehicle has no trailer but carried shore anglers",0,0,0,"FD","2018-07-23","19:00"
"280","FD_2018-07-23_20:00",3,2,NA,0,0,0,"FD","2018-07-23","20:00"
"281","FD_2018-07-23_21:00",1,0,NA,0,0,0,"FD","2018-07-23","21:00"
"282","FD_2018-07-23_21:30",1,0,"Vehicle in progress of pulling out boat",0,0,0,"FD","2018-07-23","21:30"
"283","HT_2018-06-10_05:32",0,0,"Arrival count",0,0,0,"HT","2018-06-10","05:32"
"284","HT_2018-06-10_06:00",0,0,NA,0,0,0,"HT","2018-06-10","06:00"
"285","HT_2018-06-10_07:00",0,0,NA,0,0,0,"HT","2018-06-10","07:00"
"286","HT_2018-06-10_08:00",0,0,NA,0,0,0,"HT","2018-06-10","08:00"
"287","HT_2018-06-10_09:00",0,0,NA,0,0,0,"HT","2018-06-10","09:00"
"288","HT_2018-06-10_10:00",0,0,NA,0,0,0,"HT","2018-06-10","10:00"
"289","HT_2018-06-10_11:00",0,0,NA,0,0,0,"HT","2018-06-10","11:00"
"290","HT_2018-06-10_12:00",1,1,"Vehicle not fishing.",0,0,0,"HT","2018-06-10","12:00"
"291","HT_2018-06-10_13:00",1,1,"Vehicle not fishing.",0,0,0,"HT","2018-06-10","13:00"
"292","HT_2018-06-10_13:30",2,2,"Depart count. 1 truck w/ boat pulled in as final count began; arrived at 13:30.",0,0,0,"HT","2018-06-10","13:30"
"293","HT_2018-06-15_05:26",1,1,"Arrival count",0,0,0,"HT","2018-06-15","05:26"
"294","HT_2018-06-15_06:00",0,0,"Storm approaching; some lightning flshing in distance. Winds starting to pick up; temperature rapidly dropping",0,0,1,"HT","2018-06-15","06:00"
"295","HT_2018-06-15_07:00",0,0,"T-storm in progress with lots of lightning and thunder, rain lighter",0,1,1,"HT","2018-06-15","07:00"
"296","HT_2018-06-15_08:00",0,0,"Continuing t-storm, rains a little heaver, winds not strong",0,1,1,"HT","2018-06-15","08:00"
"297","HT_2018-06-15_09:00",0,0,"Heavy rain, lightning, no strong wind",0,1,1,"HT","2018-06-15","09:00"
"298","HT_2018-06-15_10:00",0,0,"T-storm still ongoing; rain much heavier; no strong wind",0,1,1,"HT","2018-06-15","10:00"
"299","HT_2018-06-15_11:00",0,0,"Departure count. Leaving to avoid flooded roads.",0,1,1,"HT","2018-06-15","11:00"
"300","HT_2018-07-20_13:45",0,0,"Moderate rain, arrival count",0,0,1,"HT","2018-07-20","13:45"
"301","HT_2018-07-20_14:00",0,0,"Moderate rain",0,0,1,"HT","2018-07-20","14:00"
"302","HT_2018-07-20_15:00",0,0,"Moderate rain",0,0,1,"HT","2018-07-20","15:00"
"303","HT_2018-07-20_16:00",0,0,"Moderate rain",0,0,1,"HT","2018-07-20","16:00"
"304","HT_2018-07-20_17:00",0,0,"No longer raining",0,0,1,"HT","2018-07-20","17:00"
"305","HT_2018-07-20_18:00",0,0,"Overcast",0,0,1,"HT","2018-07-20","18:00"
"306","HT_2018-07-20_19:00",0,0,"Overcast",0,0,1,"HT","2018-07-20","19:00"
"307","HT_2018-07-20_20:00",0,0,"Still overcast, not as heavy as before",0,0,0,"HT","2018-07-20","20:00"
"308","HT_2018-07-20_21:00",0,0,NA,0,0,0,"HT","2018-07-20","21:00"
"309","HT_2018-07-20_21:30",0,0,"Departure count",0,0,0,"HT","2018-07-20","21:30"
"310","HT_2018-08-12_13:19",1,1,"Arrival count.  8 WI vehicles, 1 ATV not fishing.  Trailer may not be vessel trailer",0,0,0,"HT","2018-08-12","13:19"
"311","HT_2018-08-12_14:00",1,1,"9 WI vehicles, 1 ATV not fishing",0,0,0,"HT","2018-08-12","14:00"
"312","HT_2018-08-12_15:00",1,1,"12 WI vehicles, 1 ATV not fishing",0,0,0,"HT","2018-08-12","15:00"
"313","HT_2018-08-12_16:00",1,1,"7 WI vehicles not fishing",0,0,0,"HT","2018-08-12","16:00"
"314","HT_2018-08-12_17:00",1,1,"7 WI vehicles not fishing",0,0,0,"HT","2018-08-12","17:00"
"315","HT_2018-08-12_18:00",0,0,"1 WI vehicle not fishing",0,0,0,"HT","2018-08-12","18:00"
"316","HT_2018-08-12_19:00",0,0,NA,0,0,0,"HT","2018-08-12","19:00"
"317","HT_2018-08-12_20:00",0,0,NA,0,0,0,"HT","2018-08-12","20:00"
"318","HT_2018-08-12_21:00",0,0,NA,0,0,0,"HT","2018-08-12","21:00"
"319","HT_2018-08-12_21:30",0,0,"Depart Count",0,0,0,"HT","2018-08-12","21:30"
"320","JS_2018-05-26_06:00",1,1,"Arrival count.",0,0,0,"JS","2018-05-26","06:00"
"321","JS_2018-05-26_07:00",3,2,NA,0,0,0,"JS","2018-05-26","07:00"
"322","JS_2018-05-26_08:00",4,3,NA,0,0,0,"JS","2018-05-26","08:00"
"323","JS_2018-05-26_09:00",1,1,NA,0,0,0,"JS","2018-05-26","09:00"
"324","JS_2018-05-26_10:00",1,1,NA,0,0,0,"JS","2018-05-26","10:00"
"325","JS_2018-05-26_11:00",1,1,NA,0,0,0,"JS","2018-05-26","11:00"
"326","JS_2018-05-26_12:00",2,2,NA,0,0,0,"JS","2018-05-26","12:00"
"327","JS_2018-05-26_13:00",2,1,NA,0,0,0,"JS","2018-05-26","13:00"
"328","JS_2018-05-26_13:30",2,1,"Depart count.",0,0,0,"JS","2018-05-26","13:30"
"329","JS_2018-06-12_13:30",0,0,"Arrival count. Pair of shore fishers (1 adult, 1 child)",0,0,0,"JS","2018-06-12","13:30"
"330","JS_2018-06-12_14:00",0,0,NA,0,0,0,"JS","2018-06-12","14:00"
"331","JS_2018-06-12_15:00",0,0,NA,0,0,0,"JS","2018-06-12","15:00"
"332","JS_2018-06-12_16:00",0,0,NA,0,0,0,"JS","2018-06-12","16:00"
"333","JS_2018-06-12_17:00",1,1,"Vehicle not fishing.",0,0,0,"JS","2018-06-12","17:00"
"334","JS_2018-06-12_18:00",0,0,"2 juveniles shore fishing, each with bikes",0,0,0,"JS","2018-06-12","18:00"
"335","JS_2018-06-12_19:00",1,1,NA,0,0,0,"JS","2018-06-12","19:00"
"336","JS_2018-06-12_20:00",1,0,"Thunder in distance; storm clouds visible",0,0,1,"JS","2018-06-12","20:00"
"337","JS_2018-06-12_21:00",1,1,"Rain clouds, light-to-moderate rain",0,0,1,"JS","2018-06-12","21:00"
"338","JS_2018-06-12_21:30",0,0,"Rain clouds, light rain, lightning?",0,0,1,"JS","2018-06-12","21:30"
"339","JS_2018-07-31_13:29",0,0,"Arrival count",0,0,0,"JS","2018-07-31","13:29"
"340","JS_2018-07-31_14:00",1,1,NA,0,0,0,"JS","2018-07-31","14:00"
"341","JS_2018-07-31_15:00",0,0,NA,0,0,0,"JS","2018-07-31","15:00"
"342","JS_2018-07-31_16:00",0,0,NA,0,0,0,"JS","2018-07-31","16:00"
"343","JS_2018-07-31_17:00",0,0,NA,0,0,0,"JS","2018-07-31","17:00"
"344","JS_2018-07-31_18:00",0,0,NA,0,0,0,"JS","2018-07-31","18:00"
"345","JS_2018-07-31_19:00",1,1,NA,0,0,0,"JS","2018-07-31","19:00"
"346","JS_2018-07-31_20:00",1,1,"1 additional WI vehicle, kayakers",0,0,0,"JS","2018-07-31","20:00"
"347","JS_2018-07-31_21:00",0,0,NA,0,0,0,"JS","2018-07-31","21:00"
"348","JS_2018-07-31_21:30",0,0,"Departure count",0,0,0,"JS","2018-07-31","21:30"
"349","JS_2018-08-05_13:26",1,1,"Arrival count",0,0,0,"JS","2018-08-05","13:26"
"350","JS_2018-08-05_14:00",1,1,NA,0,0,0,"JS","2018-08-05","14:00"
"351","JS_2018-08-05_15:00",1,1,NA,0,0,0,"JS","2018-08-05","15:00"
"352","JS_2018-08-05_16:00",1,1,"Thunder in distance",0,0,1,"JS","2018-08-05","16:00"
"353","JS_2018-08-05_17:00",1,1,"Kayaker came and went between counts. Truck from earlier in ramp. Scattered thunder clouds, light rain",0,0,0,"JS","2018-08-05","17:00"
"354","JS_2018-08-05_18:00",0,0,"Still overcast",0,0,0,"JS","2018-08-05","18:00"
"355","JS_2018-08-05_19:00",1,1,NA,0,0,0,"JS","2018-08-05","19:00"
"356","JS_2018-08-05_20:00",1,1,NA,0,0,0,"JS","2018-08-05","20:00"
"357","JS_2018-08-05_21:00",0,0,NA,0,0,0,"JS","2018-08-05","21:00"
"358","JS_2018-08-05_21:30",0,0,NA,0,0,0,"JS","2018-08-05","21:30"
"359","LC_2018-05-19_05:30",0,0,"Arrival count",0,0,0,"LC","2018-05-19","05:30"
"360","LC_2018-05-19_06:00",0,0,NA,0,0,0,"LC","2018-05-19","06:00"
"361","LC_2018-05-19_07:00",0,0,NA,0,0,0,"LC","2018-05-19","07:00"
"362","LC_2018-05-19_08:00",0,0,NA,0,0,0,"LC","2018-05-19","08:00"
"363","LC_2018-05-19_09:00",1,1,NA,0,0,0,"LC","2018-05-19","09:00"
"364","LC_2018-05-19_10:00",2,2,NA,0,0,0,"LC","2018-05-19","10:00"
"365","LC_2018-05-19_11:00",2,2,NA,0,0,0,"LC","2018-05-19","11:00"
"366","LC_2018-05-19_12:00",2,2,NA,0,0,0,"LC","2018-05-19","12:00"
"367","LC_2018-05-19_13:00",0,0,NA,0,0,0,"LC","2018-05-19","13:00"
"368","LC_2018-05-19_13:30",0,0,"Depart count",0,0,0,"LC","2018-05-19","13:30"
"369","LC_2018-05-29_13:15",2,1,"Arrival count.",0,0,0,"LC","2018-05-29","13:15"
"370","LC_2018-05-29_14:00",2,1,NA,0,0,0,"LC","2018-05-29","14:00"
"371","LC_2018-05-29_15:00",2,1,NA,0,0,0,"LC","2018-05-29","15:00"
"372","LC_2018-05-29_16:00",2,2,NA,0,0,0,"LC","2018-05-29","16:00"
"373","LC_2018-05-29_17:00",1,1,NA,0,0,0,"LC","2018-05-29","17:00"
"374","LC_2018-05-29_18:00",1,1,"Becoming gusty, some gusts strong.",0,0,0,"LC","2018-05-29","18:00"
"375","LC_2018-05-29_19:00",1,1,NA,0,0,0,"LC","2018-05-29","19:00"
"376","LC_2018-05-29_20:00",1,1,NA,0,0,0,"LC","2018-05-29","20:00"
"377","LC_2018-05-29_21:00",0,0,NA,0,0,0,"LC","2018-05-29","21:00"
"378","LC_2018-05-29_21:30",0,0,"Depart count.",0,0,0,"LC","2018-05-29","21:30"
"379","LC_2018-07-15_13:33",0,0,"Arrival count",0,0,0,"LC","2018-07-15","13:33"
"380","LC_2018-07-15_14:00",1,0,NA,0,0,0,"LC","2018-07-15","14:00"
"381","LC_2018-07-15_15:00",0,0,"1 additional vehicle (WI)",0,0,0,"LC","2018-07-15","15:00"
"382","LC_2018-07-15_16:00",0,0,NA,0,0,0,"LC","2018-07-15","16:00"
"383","LC_2018-07-15_17:00",0,0,NA,0,0,0,"LC","2018-07-15","17:00"
"384","LC_2018-07-15_18:00",0,0,NA,0,0,0,"LC","2018-07-15","18:00"
"385","LC_2018-07-15_19:00",0,0,NA,0,0,0,"LC","2018-07-15","19:00"
"386","LC_2018-07-15_20:00",0,0,NA,0,0,0,"LC","2018-07-15","20:00"
"387","LC_2018-07-15_21:00",0,0,NA,0,0,0,"LC","2018-07-15","21:00"
"388","LC_2018-07-15_21:30",0,0,"Departure count",0,0,0,"LC","2018-07-15","21:30"
"389","LC_2018-07-18_13:25",1,1,"Arrival count. Vehicle in launch, launching kayaks",0,0,0,"LC","2018-07-18","13:25"
"390","LC_2018-07-18_14:00",0,0,NA,0,0,0,"LC","2018-07-18","14:00"
"391","LC_2018-07-18_15:00",0,0,NA,0,0,0,"LC","2018-07-18","15:00"
"392","LC_2018-07-18_16:00",1,1,NA,0,0,0,"LC","2018-07-18","16:00"
"393","LC_2018-07-18_17:00",2,2,NA,0,0,0,"LC","2018-07-18","17:00"
"394","LC_2018-07-18_18:00",2,2,NA,0,0,0,"LC","2018-07-18","18:00"
"395","LC_2018-07-18_19:00",1,1,NA,0,0,0,"LC","2018-07-18","19:00"
"396","LC_2018-07-18_20:00",1,1,NA,0,0,0,"LC","2018-07-18","20:00"
"397","LC_2018-07-18_21:00",1,1,"Vehicle in launch, being surveyed",0,0,0,"LC","2018-07-18","21:00"
"398","LC_2018-07-18_21:30",0,0,"Departure count",0,0,0,"LC","2018-07-18","21:30"
"399","LH_2018-05-27_05:45",0,0,"Arrival count.",0,0,0,"LH","2018-05-27","05:45"
"400","LH_2018-05-27_06:00",0,0,NA,0,0,0,"LH","2018-05-27","06:00"
"401","LH_2018-05-27_07:00",0,0,NA,0,0,0,"LH","2018-05-27","07:00"
"402","LH_2018-05-27_08:00",0,0,NA,0,0,0,"LH","2018-05-27","08:00"
"403","LH_2018-05-27_09:00",0,0,"1 WI shore fishing car.",0,0,0,"LH","2018-05-27","09:00"
"404","LH_2018-05-27_10:00",1,1,"Car, canoe was held in back (no rack).",0,0,0,"LH","2018-05-27","10:00"
"405","LH_2018-05-27_11:00",1,1,NA,0,0,0,"LH","2018-05-27","11:00"
"406","LH_2018-05-27_12:00",1,1,"Plus 1 WI vehicle shore fishing.",0,0,0,"LH","2018-05-27","12:00"
"407","LH_2018-05-27_13:00",1,1,"Plus 1 WI vehicle shore fishing.",0,0,0,"LH","2018-05-27","13:00"
"408","LH_2018-05-27_13:30",0,0,"Depart count.",0,0,0,"LH","2018-05-27","13:30"
"409","LH_2018-07-12_05:43",0,0,"Thunderstorms in area: thunder and lightning, some rain downbursts. Arrival count",0,0,1,"LH","2018-07-12","05:43"
"410","LH_2018-07-12_06:00",0,0,"T-storms seem to be passing. Rain abated, wind not as strong",0,0,1,"LH","2018-07-12","06:00"
"411","LH_2018-07-12_07:00",0,0,"T-storm continues with very heavy rain",0,1,1,"LH","2018-07-12","07:00"
"412","LH_2018-07-12_08:00",0,0,"Light to moderate rain, no more thunder",0,0,1,"LH","2018-07-12","08:00"
"413","LH_2018-07-12_09:00",0,0,"Light rain, pretty windy",0,0,1,"LH","2018-07-12","09:00"
"414","LH_2018-07-12_10:00",0,0,"Light rain",0,0,1,"LH","2018-07-12","10:00"
"415","LH_2018-07-12_11:00",0,0,"Overcast, but still and no rain",0,0,1,"LH","2018-07-12","11:00"
"416","LH_2018-07-12_12:00",0,0,"Overcast, still, occasional brief shower",0,0,1,"LH","2018-07-12","12:00"
"417","LH_2018-07-12_13:00",0,0,"Still overcast but cloud cover not as heavy. Still no rain.",0,0,0,"LH","2018-07-12","13:00"
"418","LH_2018-07-12_13:30",0,0,"Departure count",0,0,0,"LH","2018-07-12","13:30"
"419","LH_2018-07-28_05:25",0,0,"Arrival count",0,0,0,"LH","2018-07-28","05:25"
"420","LH_2018-07-28_06:00",0,0,NA,0,0,0,"LH","2018-07-28","06:00"
"421","LH_2018-07-28_07:00",0,0,NA,0,0,0,"LH","2018-07-28","07:00"
"422","LH_2018-07-28_08:00",1,1,NA,0,0,0,"LH","2018-07-28","08:00"
"423","LH_2018-07-28_09:00",1,1,NA,0,0,0,"LH","2018-07-28","09:00"
"424","LH_2018-07-28_10:00",0,0,NA,0,0,0,"LH","2018-07-28","10:00"
"425","LH_2018-07-28_11:00",1,1,NA,0,0,0,"LH","2018-07-28","11:00"
"426","LH_2018-07-28_12:00",0,0,NA,0,0,0,"LH","2018-07-28","12:00"
"427","LH_2018-07-28_13:00",1,1,NA,0,0,0,"LH","2018-07-28","13:00"
"428","LH_2018-07-28_13:30",1,1,"Departure count",0,0,0,"LH","2018-07-28","13:30"
"429","LH_2018-07-30_13:19",0,0,"Arrival count. 1 additional non-fishing WI vehicle",0,0,0,"LH","2018-07-30","13:19"
"430","LH_2018-07-30_14:00",1,0,NA,0,0,0,"LH","2018-07-30","14:00"
"431","LH_2018-07-30_15:00",0,0,"Some large cumulus clouds present. Possible sporadic showers in forecast",0,0,0,"LH","2018-07-30","15:00"
"432","LH_2018-07-30_16:00",0,0,"Some thunder. Storm is nearby",0,0,0,"LH","2018-07-30","16:00"
"433","LH_2018-07-30_17:00",0,0,"Thunderstorms nearby. Thunder, but otherwise partly cloudy",0,0,0,"LH","2018-07-30","17:00"
"434","LH_2018-07-30_18:00",0,0,"Starting to cloud up more. Thunderstorms in area; thunder",0,0,1,"LH","2018-07-30","18:00"
"435","LH_2018-07-30_19:00",0,0,"Thunder has stopped. Cloudy, but not heavy",0,0,0,"LH","2018-07-30","19:00"
"436","LH_2018-07-30_20:00",0,0,"Clouds clearing out",0,0,0,"LH","2018-07-30","20:00"
"437","LH_2018-07-30_21:00",0,0,NA,0,0,0,"LH","2018-07-30","21:00"
"438","LH_2018-07-30_21:30",0,0,"Departure count",0,0,0,"LH","2018-07-30","21:30"
"439","LR_2018-06-14_06:00",0,0,"Arrival count--late due to difficulty finding ramp. Notes for day: At lake association launch, not much access to this lake. Weather cool, clear, calm I nearly morning. Still mostly cloudy as day goes on but much warmer",0,0,0,"LR","2018-06-14","06:00"
"440","LR_2018-06-14_07:00",0,0,"Boat angler visible at 7:15, green shirt, dark silver gas boat, 1 person",0,0,0,"LR","2018-06-14","07:00"
"441","LR_2018-06-14_08:00",0,0,NA,0,0,0,"LR","2018-06-14","08:00"
"442","LR_2018-06-14_09:00",0,0,"Cloudy",0,0,0,"LR","2018-06-14","09:00"
"443","LR_2018-06-14_10:00",0,0,NA,0,0,0,"LR","2018-06-14","10:00"
"444","LR_2018-06-14_11:00",0,0,NA,0,0,0,"LR","2018-06-14","11:00"
"445","LR_2018-06-14_12:00",0,0,NA,0,0,0,"LR","2018-06-14","12:00"
"446","LR_2018-06-14_13:00",2,2,NA,0,0,0,"LR","2018-06-14","13:00"
"447","LR_2018-06-14_13:30",3,3,"Departure count",0,0,0,"LR","2018-06-14","13:30"
"448","LR_2018-07-03_13:32",1,1,"Arrival count",0,0,0,"LR","2018-07-03","13:32"
"449","LR_2018-07-03_14:00",2,2,"Breezy, sunny",0,0,0,"LR","2018-07-03","14:00"
"450","LR_2018-07-03_15:00",2,2,"One vehicle hauling out boat",0,0,0,"LR","2018-07-03","15:00"
"451","LR_2018-07-03_16:00",1,1,NA,0,0,0,"LR","2018-07-03","16:00"
"452","LR_2018-07-03_17:00",1,1,NA,0,0,0,"LR","2018-07-03","17:00"
"453","LR_2018-07-03_18:00",0,0,NA,0,0,0,"LR","2018-07-03","18:00"
"454","LR_2018-07-03_19:00",0,0,NA,0,0,0,"LR","2018-07-03","19:00"
"455","LR_2018-07-03_20:00",0,0,NA,0,0,0,"LR","2018-07-03","20:00"
"456","LR_2018-07-03_21:00",0,0,NA,0,0,0,"LR","2018-07-03","21:00"
"457","LR_2018-07-03_21:30",0,0,"Depart count",0,0,0,"LR","2018-07-03","21:30"
"458","LR_2018-08-09_05:29",0,0,"Arrival count",0,0,0,"LR","2018-08-09","05:29"
"459","LR_2018-08-09_06:00",0,0,NA,0,0,0,"LR","2018-08-09","06:00"
"460","LR_2018-08-09_07:00",0,0,NA,0,0,0,"LR","2018-08-09","07:00"
"461","LR_2018-08-09_08:00",0,0,NA,0,0,0,"LR","2018-08-09","08:00"
"462","LR_2018-08-09_09:00",0,0,NA,0,0,0,"LR","2018-08-09","09:00"
"463","LR_2018-08-09_10:00",0,0,NA,0,0,0,"LR","2018-08-09","10:00"
"464","LR_2018-08-09_11:00",0,0,NA,0,0,0,"LR","2018-08-09","11:00"
"465","LR_2018-08-09_12:00",0,0,NA,0,0,0,"LR","2018-08-09","12:00"
"466","LR_2018-08-09_13:00",0,0,NA,0,0,0,"LR","2018-08-09","13:00"
"467","LR_2018-08-09_13:30",0,0,"Departure count",0,0,0,"LR","2018-08-09","13:30"
"468","MS_2018-05-20_13:38",2,2,"Arrival count",0,0,0,"MS","2018-05-20","13:38"
"469","MS_2018-05-20_14:00",2,2,NA,0,0,0,"MS","2018-05-20","14:00"
"470","MS_2018-05-20_15:00",1,1,NA,0,0,0,"MS","2018-05-20","15:00"
"471","MS_2018-05-20_16:00",1,1,NA,0,0,0,"MS","2018-05-20","16:00"
"472","MS_2018-05-20_17:00",1,1,NA,0,0,0,"MS","2018-05-20","17:00"
"473","MS_2018-05-20_18:00",0,0,NA,0,0,0,"MS","2018-05-20","18:00"
"474","MS_2018-05-20_19:00",0,0,NA,0,0,0,"MS","2018-05-20","19:00"
"475","MS_2018-05-20_20:00",0,0,NA,0,0,0,"MS","2018-05-20","20:00"
"476","MS_2018-05-20_21:00",0,0,NA,0,0,0,"MS","2018-05-20","21:00"
"477","MS_2018-05-20_21:30",0,0,"Depart count",0,0,0,"MS","2018-05-20","21:30"
"478","MS_2018-05-23_13:33",3,2,"Arrival count",0,0,0,"MS","2018-05-23","13:33"
"479","MS_2018-05-23_14:00",3,2,"Out-of-state vehicle at launch, retrieving boat.",0,0,0,"MS","2018-05-23","14:00"
"480","MS_2018-05-23_15:00",2,2,NA,0,0,0,"MS","2018-05-23","15:00"
"481","MS_2018-05-23_16:00",2,2,NA,0,0,0,"MS","2018-05-23","16:00"
"482","MS_2018-05-23_17:00",0,0,NA,0,0,0,"MS","2018-05-23","17:00"
"483","MS_2018-05-23_18:00",0,0,NA,0,0,0,"MS","2018-05-23","18:00"
"484","MS_2018-05-23_19:00",1,1,NA,0,0,0,"MS","2018-05-23","19:00"
"485","MS_2018-05-23_19:36",0,0,"Depart count. Leaving early due to boat and trailer issues to be safe.",0,0,0,"MS","2018-05-23","19:36"
"486","MS_2018-07-09_13:19",1,1,"Arrival count. Vehicle hauling out",0,0,0,"MS","2018-07-09","13:19"
"487","MS_2018-07-09_14:00",1,0,NA,0,0,0,"MS","2018-07-09","14:00"
"488","MS_2018-07-09_15:00",1,0,NA,0,0,0,"MS","2018-07-09","15:00"
"489","MS_2018-07-09_16:00",1,0,NA,0,0,0,"MS","2018-07-09","16:00"
"490","MS_2018-07-09_17:00",1,1,"Trailer came in empty, driver took other car back",0,0,0,"MS","2018-07-09","17:00"
"491","MS_2018-07-09_18:00",1,1,NA,0,0,0,"MS","2018-07-09","18:00"
"492","MS_2018-07-09_19:00",3,2,"1 additional vehicle, came with truck and trailer",0,0,0,"MS","2018-07-09","19:00"
"493","MS_2018-07-09_20:00",3,2,"1 additional WI vehicle",0,0,0,"MS","2018-07-09","20:00"
"494","MS_2018-07-09_21:00",1,1,NA,0,0,0,"MS","2018-07-09","21:00"
"495","MS_2018-07-09_21:30",0,0,"Departure count",0,0,0,"MS","2018-07-09","21:30"
"496","MS_2018-07-14_05:38",0,0,"Arrival count. Rather dense fog on roads, lake.",0,0,0,"MS","2018-07-14","05:38"
"497","MS_2018-07-14_06:00",0,0,NA,0,0,0,"MS","2018-07-14","06:00"
"498","MS_2018-07-14_07:00",1,1,"Fog gone, sunny",0,0,0,"MS","2018-07-14","07:00"
"499","MS_2018-07-14_08:00",1,1,NA,0,0,0,"MS","2018-07-14","08:00"
"500","MS_2018-07-14_09:00",2,2,NA,0,0,0,"MS","2018-07-14","09:00"
"501","MS_2018-07-14_10:00",2,2,NA,0,0,0,"MS","2018-07-14","10:00"
"502","MS_2018-07-14_11:00",1,1,NA,0,0,0,"MS","2018-07-14","11:00"
"503","MS_2018-07-14_12:00",1,1,NA,0,0,0,"MS","2018-07-14","12:00"
"504","MS_2018-07-14_13:00",1,0,NA,0,0,0,"MS","2018-07-14","13:00"
"505","MS_2018-07-14_13:30",1,0,NA,0,0,0,"MS","2018-07-14","13:30"
"506","OB_2018-05-17_13:35",4,3,"Arrival count",0,0,0,"OB","2018-05-17","13:35"
"507","OB_2018-05-17_14:00",4,3,NA,0,0,0,"OB","2018-05-17","14:00"
"508","OB_2018-05-17_15:00",2,1,NA,0,0,0,"OB","2018-05-17","15:00"
"509","OB_2018-05-17_16:00",2,1,NA,0,0,0,"OB","2018-05-17","16:00"
"510","OB_2018-05-17_17:00",4,3,NA,0,0,0,"OB","2018-05-17","17:00"
"511","OB_2018-05-17_18:00",3,2,NA,0,0,0,"OB","2018-05-17","18:00"
"512","OB_2018-05-17_19:00",2,1,NA,0,0,0,"OB","2018-05-17","19:00"
"513","OB_2018-05-17_20:00",1,0,NA,0,0,0,"OB","2018-05-17","20:00"
"514","OB_2018-05-17_21:00",0,0,NA,0,0,0,"OB","2018-05-17","21:00"
"515","OB_2018-05-17_21:30",0,0,"Departure count",0,0,0,"OB","2018-05-17","21:30"
"516","TO_2018-07-01_05:40",0,0,"Arrival count.",0,0,0,"TO","2018-07-01","05:40"
"517","TO_2018-07-01_06:00",0,0,NA,0,0,0,"TO","2018-07-01","06:00"
"518","TO_2018-07-01_07:00",0,0,NA,0,0,0,"TO","2018-07-01","07:00"
"519","TO_2018-07-01_08:00",0,0,NA,0,0,0,"TO","2018-07-01","08:00"
"520","TO_2018-07-01_09:00",0,0,NA,0,0,0,"TO","2018-07-01","09:00"
"521","TO_2018-07-01_10:00",1,1,"Impending rain clouds.",0,0,0,"TO","2018-07-01","10:00"
"522","TO_2018-07-01_11:00",1,1,NA,0,0,0,"TO","2018-07-01","11:00"
"523","TO_2018-07-01_12:00",1,1,NA,0,0,0,"TO","2018-07-01","12:00"
"524","TO_2018-07-01_13:00",0,0,NA,0,0,0,"TO","2018-07-01","13:00"
"525","TO_2018-07-01_13:30",0,0,"Depart count.",0,0,0,"TO","2018-07-01","13:30"
"526","TO_2018-07-11_05:23",0,0,"Arrival count",0,0,0,"TO","2018-07-11","05:23"
"527","TO_2018-07-11_06:00",0,0,NA,0,0,0,"TO","2018-07-11","06:00"
"528","TO_2018-07-11_07:00",0,0,NA,0,0,0,"TO","2018-07-11","07:00"
"529","TO_2018-07-11_08:00",0,0,NA,0,0,0,"TO","2018-07-11","08:00"
"530","TO_2018-07-11_09:00",0,0,NA,0,0,0,"TO","2018-07-11","09:00"
"531","TO_2018-07-11_10:00",0,0,NA,0,0,0,"TO","2018-07-11","10:00"
"532","TO_2018-07-11_11:00",0,0,NA,0,0,0,"TO","2018-07-11","11:00"
"533","TO_2018-07-11_12:00",0,0,NA,0,0,0,"TO","2018-07-11","12:00"
"534","TO_2018-07-11_13:00",0,0,NA,0,0,0,"TO","2018-07-11","13:00"
"535","TO_2018-07-11_13:30",0,0,"Departure count",0,0,0,"TO","2018-07-11","13:30"
"536","TO_2018-07-22_13:26",0,0,"Arrival count",0,0,0,"TO","2018-07-22","13:26"
"537","TO_2018-07-22_14:00",0,0,"Cool, sunny, and breezy",0,0,0,"TO","2018-07-22","14:00"
"538","TO_2018-07-22_15:00",0,0,NA,0,0,0,"TO","2018-07-22","15:00"
"539","TO_2018-07-22_16:00",0,0,NA,0,0,0,"TO","2018-07-22","16:00"
"540","TO_2018-07-22_17:00",0,0,NA,0,0,0,"TO","2018-07-22","17:00"
"541","TO_2018-07-22_18:00",0,0,NA,0,0,0,"TO","2018-07-22","18:00"
