"","sampleID","date","lakeID","site","time","siteID","projectID","notes","totalNonTrailers","totalInStateNonTrailers","totalBoats","boatsFishing","shoreAnglers","heavyWind","heavyRain","heavyClouds","enteredBy","collectedBy","totalTrailers","totalInStateTrailers"
"124","DS_boatLaunch_20200623_13:22_covidCreel.Instantaneous",20200623,"DS","boatLaunch","13:22:00","DS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"125","DS_boatLaunch_20200624_10:08_covidCreel.Instantaneous",20200624,"DS","boatLaunch","10:08:00","DS_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","LZ",2,1
"126","DS_boatLaunch_20200626_07:18_covidCreel.Instantaneous",20200626,"DS","boatLaunch","07:18:00","DS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"127","DS_boatLaunch_20200630_14:26_covidCreel.Instantaneous",20200630,"DS","boatLaunch","14:26:00","DS_boatLaunch","covidCreel.Instantaneous","party cloudy, breezy",0,0,0,0,0,0,0,0,"AT","KR",0,0
"128","DS_boatLaunch_20200702_13:45_covidCreel.Instantaneous",20200702,"DS","boatLaunch","13:45:00","DS_boatLaunch","covidCreel.Instantaneous","rain",0,0,0,0,0,0,0,0,"AT","LZ",0,0
"129","DS_boatLaunch_20200703_16:30_covidCreel.Instantaneous",20200703,"DS","boatLaunch","16:30:00","DS_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","ML",0,0
"130","DS_boatLaunch_20200706_11:12_covidCreel.Instantaneous",20200706,"DS","boatLaunch","11:12:00","DS_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,1,0,0,0,0,"AT","LZ",2,2
"131","DS_boatLaunch_20200708_14:36_covidCreel.Instantaneous",20200708,"DS","boatLaunch","14:36:00","DS_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","LZ",2,1
"132","DS_boatLaunch_20200720_08:44_covidCreel.Instantaneous",20200720,"DS","boatLaunch","08:44:00","DS_boatLaunch","covidCreel.Instantaneous","clear skies, chilly",0,0,1,0,0,0,0,0,"AT","KR",0,0
"133","DS_boatLaunch_20200722_10:43_covidCreel.Instantaneous",20200722,"DS","boatLaunch","10:43:00","DS_boatLaunch","covidCreel.Instantaneous","overcast",1,1,3,1,0,0,0,0,"AT","LZ and BZ",4,4
"134","DS_boatLaunch_20200727_12:35_covidCreel.Instantaneous",20200727,"DS","boatLaunch","12:35:00","DS_boatLaunch","covidCreel.Instantaneous",NA,1,1,1,1,0,0,0,0,"AT","KR",0,0
"135","DS_boatLaunch_20200728_15:27_covidCreel.Instantaneous",20200728,"DS","boatLaunch","15:27:00","DS_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","ML",1,1
"136","DS_boatLaunch_20200731_10:01_covidCreel.Instantaneous",20200731,"DS","boatLaunch","10:01:00","DS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",1,1
"137","DS_boatLaunch_20200803_09:50_covidCreel.Instantaneous",20200803,"DS","boatLaunch","09:50:00","DS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"138","DS_boatLaunch_20200810_11:32_covidCreel.Instantaneous",20200810,"DS","boatLaunch","11:32:00","DS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",1,1
"139","DS_boatLaunch_20200811_08:50_covidCreel.Instantaneous",20200811,"DS","boatLaunch","08:50:00","DS_boatLaunch","covidCreel.Instantaneous",NA,1,1,1,1,0,0,0,0,"AT","KR",0,0
"140","DY_boatLaunch_20200621_09:58_covidCreel.Instantaneous",20200621,"DY","boatLaunch","09:58:00","DY_boatLaunch","covidCreel.Instantaneous",NA,3,3,2,0,0,0,0,0,"AT","ML",3,3
"141","DY_boatLaunch_20200625_15:18_covidCreel.Instantaneous",20200625,"DY","boatLaunch","15:18:00","DY_boatLaunch","covidCreel.Instantaneous",NA,1,1,4,0,0,0,0,0,"AT","LZ",1,1
"142","DY_boatLaunch_20200629_14:20_covidCreel.Instantaneous",20200629,"DY","boatLaunch","14:20:00","DY_boatLaunch","covidCreel.Instantaneous",NA,1,1,1,0,0,0,0,0,"AT","BS",2,2
"143","DY_boatLaunch_20200702_09:19_covidCreel.Instantaneous",20200702,"DY","boatLaunch","09:19:00","DY_boatLaunch","covidCreel.Instantaneous",NA,1,0,1,1,0,0,0,0,"AT","LZ",0,0
"144","DY_boatLaunch_20200704_10:04_covidCreel.Instantaneous",20200704,"DY","boatLaunch","10:04:00","DY_boatLaunch","covidCreel.Instantaneous","holiday",4,3,4,0,0,0,0,0,"AT","LZ",3,3
"145","DY_boatLaunch_20200706_14:06_covidCreel.Instantaneous",20200706,"DY","boatLaunch","14:06:00","DY_boatLaunch","covidCreel.Instantaneous",NA,2,2,0,0,0,0,0,0,"AT","BS",3,3
"146","DY_boatLaunch_20200716_11:08_covidCreel.Instantaneous",20200716,"DY","boatLaunch","11:08:00","DY_boatLaunch","covidCreel.Instantaneous",NA,3,3,0,0,0,0,0,0,"AT","LZ and BZ",1,1
"147","DY_boatLaunch_20200717_13:36_covidCreel.Instantaneous",20200717,"DY","boatLaunch","13:36:00","DY_boatLaunch","covidCreel.Instantaneous",NA,2,2,5,3,0,0,0,0,"AT","BS",4,3
"148","DY_boatLaunch_20200727_07:53_covidCreel.Instantaneous",20200727,"DY","boatLaunch","07:53:00","DY_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",2,2
"149","DY_boatLaunch_20200729_15:54_covidCreel.Instantaneous",20200729,"DY","boatLaunch","15:54:00","DY_boatLaunch","covidCreel.Instantaneous",NA,1,1,1,1,0,0,0,0,"AT","ML",3,3
"150","DY_boatLaunch_20200730_11:49_covidCreel.Instantaneous",20200730,"DY","boatLaunch","11:49:00","DY_boatLaunch","covidCreel.Instantaneous",NA,4,2,1,1,2,0,0,0,"AT","ML",4,4
"151","DY_boatLaunch_20200813_09:43_covidCreel.Instantaneous",20200813,"DY","boatLaunch","09:43:00","DY_boatLaunch","covidCreel.Instantaneous",NA,2,2,0,0,0,0,0,0,"AT","BS",2,2
"152","ER_boatLaunch_20200609_11:50_covidCreel.Instantaneous",20200609,"ER","boatLaunch","11:50:00","ER_boatLaunch","covidCreel.Instantaneous","partly sunny",0,0,0,0,0,0,0,0,"AT","BZ, LZ",1,1
"153","ER_boatLaunch_20200613_09:13_covidCreel.Instantaneous",20200613,"ER","boatLaunch","09:13:00","ER_boatLaunch","covidCreel.Instantaneous","sunny",0,0,1,1,0,0,0,0,"AT","BZ, LZ",1,1
"154","ER_boatLaunch_20200619_10:41_covidCreel.Instantaneous",20200619,"ER","boatLaunch","10:41:00","ER_boatLaunch","covidCreel.Instantaneous","raining off and on, and 66 degrees",0,0,0,0,0,0,0,0,"AT","ML",0,0
"155","ER_boatLaunch_20200624_13:43_covidCreel.Instantaneous",20200624,"ER","boatLaunch","13:43:00","ER_boatLaunch","covidCreel.Instantaneous",NA,1,1,0,0,0,0,0,0,"AT","LZ",1,1
"156","ER_boatLaunch_20200626_09:45_covidCreel.Instantaneous",20200626,"ER","boatLaunch","09:45:00","ER_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"157","ER_boatLaunch_20200703_18:47_covidCreel.Instantaneous",20200703,"ER","boatLaunch","18:47:00","ER_boatLaunch","covidCreel.Instantaneous",NA,1,1,0,0,0,0,0,0,"AT","ML",0,0
"158","ER_boatLaunch_20200706_13:52_covidCreel.Instantaneous",20200706,"ER","boatLaunch","13:52:00","ER_boatLaunch","covidCreel.Instantaneous",NA,1,1,2,2,0,0,0,0,"AT","LZ",2,2
"159","ER_boatLaunch_20200708_17:12_covidCreel.Instantaneous",20200708,"ER","boatLaunch","17:12:00","ER_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"160","ER_boatLaunch_20200717_09:09_covidCreel.Instantaneous",20200717,"ER","boatLaunch","09:09:00","ER_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"161","ER_boatLaunch_20200720_12:58_covidCreel.Instantaneous",20200720,"ER","boatLaunch","12:58:00","ER_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",1,0
"162","ER_boatLaunch_20200725_13:32_covidCreel.Instantaneous",20200725,"ER","boatLaunch","13:32:00","ER_boatLaunch","covidCreel.Instantaneous","partly sunny",1,1,4,0,0,0,0,0,"AT","LZ and BZ",0,0
"163","ER_boatLaunch_20200728_17:55_covidCreel.Instantaneous",20200728,"ER","boatLaunch","17:55:00","ER_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"164","ER_boatLaunch_20200730_07:54_covidCreel.Instantaneous",20200730,"ER","boatLaunch","07:54:00","ER_boatLaunch","covidCreel.Instantaneous",NA,1,1,1,1,0,0,0,0,"AT","ML",0,0
"165","ER_boatLaunch_20200803_12:59_covidCreel.Instantaneous",20200803,"ER","boatLaunch","12:59:00","ER_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",1,1
"166","ER_boatLaunch_20200810_14:40_covidCreel.Instantaneous",20200810,"ER","boatLaunch","14:40:00","ER_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"167","ER_boatLaunch_20200811_11:52_covidCreel.Instantaneous",20200811,"ER","boatLaunch","11:52:00","ER_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"168","FD_boatLaunch_20200607_16:04_covidCreel.Instantaneous",20200607,"FD","boatLaunch","16:04:00","FD_boatLaunch","covidCreel.Instantaneous","sunny",0,0,1,1,0,0,0,0,"AT","BZ, LZ",2,2
"169","FD_boatLaunch_20200609_11:04_covidCreel.Instantaneous",20200609,"FD","boatLaunch","11:04:00","FD_boatLaunch","covidCreel.Instantaneous","partly sunny",1,1,2,0,0,0,0,0,"AT","BZ, LZ",0,0
"170","FD_boatLaunch_20200613_08:22_covidCreel.Instantaneous",20200613,"FD","boatLaunch","08:22:00","FD_boatLaunch","covidCreel.Instantaneous","sunny",1,1,1,1,0,0,0,0,"AT","BZ, LZ",1,1
"171","FD_boatLaunch_20200619_09:19_covidCreel.Instantaneous",20200619,"FD","boatLaunch","09:19:00","FD_boatLaunch","covidCreel.Instantaneous","raining off and on, and 66 degrees",1,1,1,0,0,0,0,0,"AT","ML",1,1
"172","FD_boatLaunch_20200624_12:57_covidCreel.Instantaneous",20200624,"FD","boatLaunch","12:57:00","FD_boatLaunch","covidCreel.Instantaneous",NA,1,1,2,2,0,0,0,0,"AT","LZ",1,0
"173","FD_boatLaunch_20200626_09:03_covidCreel.Instantaneous",20200626,"FD","boatLaunch","09:03:00","FD_boatLaunch","covidCreel.Instantaneous",NA,2,2,1,1,0,0,0,0,"AT","LZ",2,2
"174","FD_boatLaunch_20200701_12:35_covidCreel.Instantaneous",20200701,"FD","boatLaunch","12:35:00","FD_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",1,1
"175","FD_boatLaunch_20200703_18:15_covidCreel.Instantaneous",20200703,"FD","boatLaunch","18:15:00","FD_boatLaunch","covidCreel.Instantaneous",NA,1,1,2,1,0,0,0,0,"AT","ML",4,4
"176","FD_boatLaunch_20200706_13:11_covidCreel.Instantaneous",20200706,"FD","boatLaunch","13:11:00","FD_boatLaunch","covidCreel.Instantaneous",NA,1,1,2,2,0,0,0,0,"AT","LZ",4,3
"177","FD_boatLaunch_20200708_16:31_covidCreel.Instantaneous",20200708,"FD","boatLaunch","16:31:00","FD_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,2,0,0,0,0,"AT","LZ",1,1
"178","FD_boatLaunch_20200720_11:43_covidCreel.Instantaneous",20200720,"FD","boatLaunch","11:43:00","FD_boatLaunch","covidCreel.Instantaneous",NA,1,1,0,0,0,0,0,0,"AT","KR",2,2
"179","FD_boatLaunch_20200722_12:48_covidCreel.Instantaneous",20200722,"FD","boatLaunch","12:48:00","FD_boatLaunch","covidCreel.Instantaneous","cloudy",0,0,1,1,0,0,0,0,"AT","LZ and BZ",2,2
"180","FD_boatLaunch_20200725_12:38_covidCreel.Instantaneous",20200725,"FD","boatLaunch","12:38:00","FD_boatLaunch","covidCreel.Instantaneous","sunny",0,0,2,1,0,0,0,0,"AT","LZ and BZ",0,0
"181","FD_boatLaunch_20200728_17:27_covidCreel.Instantaneous",20200728,"FD","boatLaunch","17:27:00","FD_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"182","FD_boatLaunch_20200730_07:26_covidCreel.Instantaneous",20200730,"FD","boatLaunch","07:26:00","FD_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",2,1
"183","FD_boatLaunch_20200731_11:55_covidCreel.Instantaneous",20200731,"FD","boatLaunch","11:55:00","FD_boatLaunch","covidCreel.Instantaneous",NA,1,1,0,0,0,0,0,0,"AT","LZ",0,0
"184","FD_boatLaunch_20200803_12:00_covidCreel.Instantaneous",20200803,"FD","boatLaunch","12:00:00","FD_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","KR",1,1
"185","FD_boatLaunch_20200810_13:48_covidCreel.Instantaneous",20200810,"FD","boatLaunch","13:48:00","FD_boatLaunch","covidCreel.Instantaneous",NA,0,0,3,3,0,0,0,0,"AT","BS",4,3
"186","FD_boatLaunch_20200811_11:03_covidCreel.Instantaneous",20200811,"FD","boatLaunch","11:03:00","FD_boatLaunch","covidCreel.Instantaneous",NA,2,2,0,0,0,0,0,0,"AT","KR",1,1
"187","HT_boatLaunch_20200607_15:00_covidCreel.Instantaneous",20200607,"HT","boatLaunch","15:00:00","HT_boatLaunch","covidCreel.Instantaneous","partly sunny",0,0,0,0,0,0,0,0,"AT","BZ, LZ",0,0
"188","HT_boatLaunch_20200609_10:09_covidCreel.Instantaneous",20200609,"HT","boatLaunch","10:09:00","HT_boatLaunch","covidCreel.Instantaneous","partly sunny",0,0,0,0,0,0,0,0,"AT","BZ, LZ",0,0
"189","HT_boatLaunch_20200611_12:50_covidCreel.Instantaneous",20200611,"HT","boatLaunch","12:50:00","HT_boatLaunch","covidCreel.Instantaneous","sunny",0,0,1,0,0,0,0,0,"AT","BZ, LZ",1,1
"190","HT_boatLaunch_20200624_11:14_covidCreel.Instantaneous",20200624,"HT","boatLaunch","11:14:00","HT_boatLaunch","covidCreel.Instantaneous","light rain",0,0,1,1,0,0,0,0,"AT","LZ",0,0
"191","HT_boatLaunch_20200626_08:11_covidCreel.Instantaneous",20200626,"HT","boatLaunch","08:11:00","HT_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","LZ",0,0
"192","HT_boatLaunch_20200701_11:05_covidCreel.Instantaneous",20200701,"HT","boatLaunch","11:05:00","HT_boatLaunch","covidCreel.Instantaneous",NA,1,1,0,0,0,0,0,0,"AT","ML",2,1
"193","HT_boatLaunch_20200703_17:19_covidCreel.Instantaneous",20200703,"HT","boatLaunch","17:19:00","HT_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","ML",1,1
"194","HT_boatLaunch_20200706_12:11_covidCreel.Instantaneous",20200706,"HT","boatLaunch","12:11:00","HT_boatLaunch","covidCreel.Instantaneous",NA,2,2,2,1,0,0,0,0,"AT","LZ",0,0
"195","HT_boatLaunch_20200708_15:31_covidCreel.Instantaneous",20200708,"HT","boatLaunch","15:31:00","HT_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"196","HT_boatLaunch_20200720_10:30_covidCreel.Instantaneous",20200720,"HT","boatLaunch","10:30:00","HT_boatLaunch","covidCreel.Instantaneous","cloudy, breezy",0,0,1,0,0,0,0,0,"AT","KR",0,0
"197","HT_boatLaunch_20200722_11:50_covidCreel.Instantaneous",20200722,"HT","boatLaunch","11:50:00","HT_boatLaunch","covidCreel.Instantaneous","cloudy",0,0,0,0,0,0,0,0,"AT","LZ and BZ",0,0
"198","HT_boatLaunch_20200725_11:36_covidCreel.Instantaneous",20200725,"HT","boatLaunch","11:36:00","HT_boatLaunch","covidCreel.Instantaneous","party sunny",2,2,3,0,0,0,0,0,"AT","LZ and BZ",0,0
"199","HT_boatLaunch_20200727_13:52_covidCreel.Instantaneous",20200727,"HT","boatLaunch","13:52:00","HT_boatLaunch","covidCreel.Instantaneous","windy; storm clouds",2,2,0,0,0,1,0,1,"AT","KR",0,0
"200","HT_boatLaunch_20200728_16:29_covidCreel.Instantaneous",20200728,"HT","boatLaunch","16:29:00","HT_boatLaunch","covidCreel.Instantaneous",NA,2,2,0,0,0,0,0,0,"AT","ML",0,0
"201","HT_boatLaunch_20200731_11:04_covidCreel.Instantaneous",20200731,"HT","boatLaunch","11:04:00","HT_boatLaunch","covidCreel.Instantaneous",NA,2,2,0,0,0,0,0,0,"AT","LZ",0,0
"202","HT_boatLaunch_20200803_10:55_covidCreel.Instantaneous",20200803,"HT","boatLaunch","10:55:00","HT_boatLaunch","covidCreel.Instantaneous",NA,1,0,0,0,0,0,0,0,"AT","KR",0,0
"203","HT_boatLaunch_20200810_12:39_covidCreel.Instantaneous",20200810,"HT","boatLaunch","12:39:00","HT_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"204","HT_boatLaunch_20200811_10:00_covidCreel.Instantaneous",20200811,"HT","boatLaunch","10:00:00","HT_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",1,1
"205","ID_boatLaunch_20200622_18:45_covidCreel.Instantaneous",20200622,"ID","boatLaunch","18:45:00","ID_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"206","ID_boatLaunch_20200629_17:45_covidCreel.Instantaneous",20200629,"ID","boatLaunch","17:45:00","ID_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"207","ID_boatLaunch_20200630_11:19_covidCreel.Instantaneous",20200630,"ID","boatLaunch","11:19:00","ID_boatLaunch","covidCreel.Instantaneous","clear, sunny",0,0,0,0,0,0,0,0,"AT","KR",0,0
"208","ID_boatLaunch_20200701_07:48_covidCreel.Instantaneous",20200701,"ID","boatLaunch","07:48:00","ID_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"209","ID_boatLaunch_20200703_14:18_covidCreel.Instantaneous",20200703,"ID","boatLaunch","14:18:00","ID_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"210","ID_boatLaunch_20200706_17:20_covidCreel.Instantaneous",20200706,"ID","boatLaunch","17:20:00","ID_boatLaunch","covidCreel.Instantaneous","light rain",0,0,0,0,0,0,0,0,"AT","BS",0,0
"211","ID_boatLaunch_20200712_11:37_covidCreel.Instantaneous",20200712,"ID","boatLaunch","11:37:00","ID_boatLaunch","covidCreel.Instantaneous","sunny",0,0,0,0,0,0,0,0,"AT","LZ and BZ",0,0
"212","ID_boatLaunch_20200713_11:35_covidCreel.Instantaneous",20200713,"ID","boatLaunch","11:35:00","ID_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"213","ID_boatLaunch_20200810_09:35_covidCreel.Instantaneous",20200810,"ID","boatLaunch","09:35:00","ID_boatLaunch","covidCreel.Instantaneous","Raining",0,0,0,0,0,0,0,0,"AT","BS",0,0
"214","IV_boatLaunch_20200621_08:17_covidCreel.Instantaneous",20200621,"IV","boatLaunch","08:17:00","IV_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","ML",3,2
"215","IV_boatLaunch_20200625_13:57_covidCreel.Instantaneous",20200625,"IV","boatLaunch","13:57:00","IV_boatLaunch","covidCreel.Instantaneous",NA,2,2,2,2,0,0,0,0,"AT","LZ",13,9
"216","IV_boatLaunch_20200626_12:40_covidCreel.Instantaneous",20200626,"IV","boatLaunch","12:40:00","IV_boatLaunch","covidCreel.Instantaneous",NA,0,0,5,5,0,0,0,0,"AT","LZ",15,12
"217","IV_boatLaunch_20200702_08:09_covidCreel.Instantaneous",20200702,"IV","boatLaunch","08:09:00","IV_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,2,0,0,0,0,"AT","LZ",8,5
"218","IV_boatLaunch_20200704_08:35_covidCreel.Instantaneous",20200704,"IV","boatLaunch","08:35:00","IV_boatLaunch","covidCreel.Instantaneous","holiday",3,1,3,3,0,0,0,0,"AT","LZ",10,7
"219","IV_boatLaunch_20200716_12:14_covidCreel.Instantaneous",20200716,"IV","boatLaunch","12:14:00","IV_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ and BZ",9,9
"220","IV_boatLaunch_20200717_12:15_covidCreel.Instantaneous",20200717,"IV","boatLaunch","12:15:00","IV_boatLaunch","covidCreel.Instantaneous",NA,0,0,7,5,0,0,0,0,"AT","BS",9,8
"221","IV_boatLaunch_20200729_14:36_covidCreel.Instantaneous",20200729,"IV","boatLaunch","14:36:00","IV_boatLaunch","covidCreel.Instantaneous",NA,1,1,0,0,0,0,0,0,"AT","ML",3,3
"222","IV_boatLaunch_20200730_10:58_covidCreel.Instantaneous",20200730,"IV","boatLaunch","10:58:00","IV_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",5,4
"223","IV_boatLaunch_20200813_08:34_covidCreel.Instantaneous",20200813,"IV","boatLaunch","08:34:00","IV_boatLaunch","covidCreel.Instantaneous",NA,2,2,4,4,0,0,0,0,"AT","BS",7,6
"224","JS_boatLaunch_20200613_09:41_covidCreel.Instantaneous",20200613,"JS","boatLaunch","09:41:00","JS_boatLaunch","covidCreel.Instantaneous","sunny",0,0,1,1,0,0,0,0,"AT","BZ, LZ",2,1
"225","JS_boatLaunch_20200619_11:53_covidCreel.Instantaneous",20200619,"JS","boatLaunch","11:53:00","JS_boatLaunch","covidCreel.Instantaneous","raining off and on, and 66 degrees",0,0,1,1,0,0,0,0,"AT","ML",0,0
"226","JS_boatLaunch_20200626_10:28_covidCreel.Instantaneous",20200626,"JS","boatLaunch","10:28:00","JS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"227","JS_boatLaunch_20200706_14:26_covidCreel.Instantaneous",20200706,"JS","boatLaunch","14:26:00","JS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"228","JS_boatLaunch_20200708_17:34_covidCreel.Instantaneous",20200708,"JS","boatLaunch","17:34:00","JS_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","LZ",0,0
"229","JS_boatLaunch_20200716_08:50_covidCreel.Instantaneous",20200716,"JS","boatLaunch","08:50:00","JS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ and BZ",0,0
"230","JS_boatLaunch_20200717_09:36_covidCreel.Instantaneous",20200717,"JS","boatLaunch","09:36:00","JS_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,2,0,0,0,0,"AT","BS",2,1
"231","JS_boatLaunch_20200728_18:26_covidCreel.Instantaneous",20200728,"JS","boatLaunch","18:26:00","JS_boatLaunch","covidCreel.Instantaneous",NA,1,0,0,0,3,0,0,0,"AT","ML",0,0
"232","JS_boatLaunch_20200729_12:24_covidCreel.Instantaneous",20200729,"JS","boatLaunch","12:24:00","JS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"233","JS_boatLaunch_20200730_08:17_covidCreel.Instantaneous",20200730,"JS","boatLaunch","08:17:00","JS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"234","JS_boatLaunch_20200803_13:39_covidCreel.Instantaneous",20200803,"JS","boatLaunch","13:39:00","JS_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","KR",0,0
"235","JS_boatLaunch_20200811_12:23_covidCreel.Instantaneous",20200811,"JS","boatLaunch","12:23:00","JS_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","KR",0,0
"236","LC_boatLaunch_20200621_10:57_covidCreel.Instantaneous",20200621,"LC","boatLaunch","10:57:00","LC_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","ML",2,1
"237","LC_boatLaunch_20200622_15:10_covidCreel.Instantaneous",20200622,"LC","boatLaunch","15:10:00","LC_boatLaunch","covidCreel.Instantaneous",NA,0,0,4,4,0,0,0,0,"AT","BS",1,0
"238","LC_boatLaunch_20200623_09:33_covidCreel.Instantaneous",20200623,"LC","boatLaunch","09:33:00","LC_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",1,1
"239","LC_boatLaunch_20200625_16:01_covidCreel.Instantaneous",20200625,"LC","boatLaunch","16:01:00","LC_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",1,1
"240","LC_boatLaunch_20200629_15:15_covidCreel.Instantaneous",20200629,"LC","boatLaunch","15:15:00","LC_boatLaunch","covidCreel.Instantaneous",NA,0,0,3,0,0,0,0,0,"AT","BS",0,0
"241","LC_boatLaunch_20200702_10:03_covidCreel.Instantaneous",20200702,"LC","boatLaunch","10:03:00","LC_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",2,2
"242","LC_boatLaunch_20200704_10:44_covidCreel.Instantaneous",20200704,"LC","boatLaunch","10:44:00","LC_boatLaunch","covidCreel.Instantaneous","holiday",0,0,0,0,0,0,0,0,"AT","LZ",1,1
"243","LC_boatLaunch_20200706_15:01_covidCreel.Instantaneous",20200706,"LC","boatLaunch","15:01:00","LC_boatLaunch","covidCreel.Instantaneous",NA,1,0,0,0,0,0,0,0,"AT","BS",1,0
"244","LC_boatLaunch_20200708_11:33_covidCreel.Instantaneous",20200708,"LC","boatLaunch","11:33:00","LC_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"245","LC_boatLaunch_20200713_08:24_covidCreel.Instantaneous",20200713,"LC","boatLaunch","08:24:00","LC_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"246","LC_boatLaunch_20200717_14:18_covidCreel.Instantaneous",20200717,"LC","boatLaunch","14:18:00","LC_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"247","LC_boatLaunch_20200727_08:40_covidCreel.Instantaneous",20200727,"LC","boatLaunch","08:40:00","LC_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,1,2,0,0,0,"AT","KR",1,1
"248","LC_boatLaunch_20200729_16:32_covidCreel.Instantaneous",20200729,"LC","boatLaunch","16:32:00","LC_boatLaunch","covidCreel.Instantaneous",NA,1,1,0,0,1,0,0,0,"AT","ML",2,2
"249","LC_boatLaunch_20200730_12:23_covidCreel.Instantaneous",20200730,"LC","boatLaunch","12:23:00","LC_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",1,1
